CODIGO,TITULO
742,HPV (vírus do papiloma humano)
743,HTLV-I / II
744,Hymenolepis (pesquisa)
745,Identificação de helmintos
746,Ifosfamida
747,IgA
748,IgA na saliva
749,IgD
750,IgE
751,"IGF BP3 (proteína ligadora dos fatores de crescimento ""insulinlike"")"
752,IgG
753,IgM
754,Imipramina
755,Impedanciometria
756,Imunocomplexos circulantes
757,"Imunocomplexos circulantes, com células Raji"
758,Imunoeletroforese (estudo da gamopatia)
759,Imunofenotipagem para doença residual mínima
760,Imunofenotipagem para hemoglobinúria paroxistica noturna
761,Imunofenotipagem para leucemias agudas ou sindrome mielodisplásica
762,Imunofenotipagem para linfoma não Hodgkin / sindrome linfoproliferativa crônica
763,Imunofenotipagem para perfil imune
764,Imunofixação
765,Índice de tiroxina livre (ITL)
766,Índio urinário
767,Inibidor de C1 esterase
768,Inibidor do fator IX
769,Inibidor do TPA (PAI)
770,Inibidor dos fatores da hemostasia
771,Insulina
772,Iodo
773,Iodo proteico (PBI)
774,"Iontoforese para a coleta de suor, com dosagem de cloro"
775,Irídio urinário
776,Isoaglutininas
777,Isobutanol urinário
778,Isoforonodiamina
779,"Isolamento de agentes específicos (vírus, bactérias, protozoários, fungos, outros parasitas)"
780,Isomerase fosfohexose
781,Isoniazida
782,Isopropanol urinário
783,Isospora (pesquisa)
784,Isospora (sorologia)
785,"Ito (cancro mole), IDeR"
786,Ítrio urinário
787,Klebsiella (pesquisa)
788,"Kveim (sarcoidose), IDeR"
789,Lactogênico placentário-hormônio
790,"Lactose, teste de tolerância"
791,Lamotrigina
792,"Larvas (fezes), pesquisa"
793,"Lassa vírus, pesquisa"
794,Legionella - IgG
795,Legionella - IgM
796,Leishmania (pesquisa)
797,Leishmaniose - IgG
798,Leishmaniose - IgM
799,Leptina
1406,Leptospira (pesquisa)
800,Leptospirose - IgG
801,Leptospirose - IgM
802,Leucino aminopeptidase
804,"Leucócitos e hemácias, pesquisa nas fezes"
803,"Leucócitos, contagem (leucograma)"
806,"Leveduras, pesquisa nas fezes"
807,Lichtheimia (pesquisa)
808,Lidocaina
809,Lindano (γ-HCH) gama-hexaclorociclo-hexano
810,"Linfócitos T ""helper"" contagem de (IF com OKT-4) (CD-4+)"
811,Linfócitos T supressores contagem de (IF com OKT-8)
812,Lipase
813,Lipase lipoprotéica
814,Lipídios totais
815,Lipóides na urina
816,Lipoproteína (a) - Lp (a)
817,Listeria (pesquisa)
818,"Listeriose, reação sorológica"
819,Lítio sanguíneo
820,Lítio urinário
821,Loa (pesquisa)
822,Lyme - IgG
823,Lyme - IgM
824,Lyssavírus (pesquisa)
825,Lyssavírus do morcego Australiano (pesquisa)
826,Lyssavírus do morcego europeu tipos 1 e 2 (pesquisa)
827,Macroprolactina
828,Madurella (pesquisa)
829,Magnésio
830,Malária - IgG
831,Malária - IgM
832,Malassezia (pesquisa)
833,Malation urinário
834,"Maltose, teste de tolerância"
836,Manganês sanguíneo
835,Manganês urinário
837,Mansonella (pesquisa)
838,"Mantoux, IDeR"
839,Marcador tumoral CA 125
840,Marcador tumoral CA 15-3
841,Marcador tumoral CA 19.9
842,Marcador tumoral CA 72-4
843,Marcadores tumorais
844,MCA (antígeno cárcino-mamário)
845,Medida de pico de fluxo expiratório
846,Medida seriada por 3 semanas do pico de fluxo expiratório
847,MEHP + 5-OH-MEHP+ 5-oxo-MEHP+ 5-cx-MEPP
848,Melanina na urina
849,Mercúrio sanguíneo
850,Mercúrio urinário
851,"Metabólitos de atrazina urinários (atrazina dealquilada, deetilada, deisoprpilada)"
852,Metagonimus (pesquisa)
853,Meta-hemoglobina
854,"Metais pesados, pesquisa em unhas, cabelos, outros tecidos"
855,Metalotioneína urinária
856,Metanefrinas urinárias
857,Metanol
858,Metapneumovírus (pesquisa)
859,Metaxililenodiamina
860,Methotrexate (metotrexato)
861,Metil (4-hidroxi-1H-benzimidazol-2-il)
862,Metil (5-hidoxi-1H-benzimidazol-2-il)
863,Metil etil cetona
864,Metil isobutil cetona
1426,Metilclorofórmio no ar exalado
865,Métodos diagnósticos por imagem antebraço
866,Métodos diagnósticos por imagem antebraço articulação acromioclavicular
867,Métodos diagnósticos por imagem articulação coxofemoral (quadril)
868,Métodos diagnósticos por imagem articulação escapuloumeral (ombro)
869,Métodos diagnósticos por imagem articulação esternoclavicular
870,Métodos diagnósticos por imagem articulação tibiotársica (tornozelo)
871,Métodos diagnósticos por imagem articulações sacro
872,Métodos diagnósticos por imagem bacia
873,Métodos diagnósticos por imagem braço
874,Métodos diagnósticos por imagem calcâneo
875,Métodos diagnósticos por imagem clavícula
1407,Métodos diagnósticos por imagem coluna
1408,Métodos diagnósticos por imagem coluna cervical
1409,Métodos diagnósticos por imagem coluna dorsal
1410,Métodos diagnósticos por imagem coluna lombar
1411,Métodos diagnósticos por imagem coluna sacro-cóccix
876,Métodos diagnósticos por imagem coração e vasos da base
877,Métodos diagnósticos por imagem cotovelo
878,Métodos diagnósticos por imagem coxa
879,Métodos diagnósticos por imagem escanometria
880,Métodos diagnósticos por imagem escápula
881,Métodos diagnósticos por imagem esterno
882,Métodos diagnósticos por imagem joelho
883,Métodos diagnósticos por imagem laringe ou hipofaringe ou pescoço (partes moles)
884,Métodos diagnósticos por imagem mão ou quirodáctilo
886,Métodos diagnósticos por imagem panorâmica dos membros inferiores
887,Métodos diagnósticos por imagem patela
888,Métodos diagnósticos por imagem pé ou pododáctilo
889,Métodos diagnósticos por imagem perna
890,Métodos diagnósticos por imagem punho
1999,Métodos diagnósticos por imagem - Não especificados anteriormente
1412,Metotrexato
893,Microalbuminúria
894,Micronúcleos cromossômicos (pesquisa)
895,"Microsporídia, pesquisa nas fezes"
896,Microsporum (pesquisa)
897,Mielograma
898,Mioglobina
899,Mioglobina urinária
900,Mitomicina
901,Molibdênio plasmático
902,Molibdênio urinário
903,Monoclorometano
904,Monometilfosfato urinário (MMP)
905,Mononucleose - Epstein BARR - IgG
906,"Mononucleose, anti-VCA (EBV) - IgM"
907,Monóxido de carbono no ar expirado
908,"Montenegro, IDeR"
909,Moraxella (pesquisa)
910,Morfoline urinário
911,Morganella (pesquisa)
912,"Muco-nasal, pesquisa de eosinófilos e mastócitos"
913,"Mucopolissacaridose, pesquisa"
914,Mucoproteínas
915,Mycobacterium (pesquisa)
916,Mycoplasma (pesquisa)
891,Mycoplasma pneumoniae - IgG
892,Mycoplasma pneumoniae - IgM
917,N-(2-carbonamidaetil)-valina
918,N-(2-cianoetil)-valina
919,N-(2-hidroxietil)-valina
920,N-(2-hidroxipropil)-valina
921,N-1(hidroxibutenil) valina (adutos de hemoglobina)
922,N-2(hidroxibutenil) valina (adutos de hemoglobina)
923,"N-acetil, 3,4-diidroxibutil-cisteína"
924,N-acetil-beta-glicosaminidase na urina
925,N-acetil-S-(2-carbonamidaetil)-cisteína
1425,N-acetil-S-(N-metilcarbamoil) cisteína na urina
926,N-acetil-S-2-hidroxietil-L-cisteína
927,Naegleria (pesquisa)
928,Naftóis urinários
929,NBT estimulado
930,N-butil álcool
931,N-dimetil acetamida + N-hidroximetil-N-metil acetamida
932,Necator (pesquisa)
933,Neisseria (pesquisa)
934,Neotestudina (pesquisa)
935,N-heptano
936,Nióbio urinário
937,Níquel urinário
938,Nitrogênio amoniacal
939,Nitrogênio total
940,Nitroglicóis totais urinários
941,N-metil-2-pirrolidona
942,N-metilacetamida
943,N-metilformamida
944,N-metilformamida + N-hidroximetil-N-metilformamida
945,N-metilvalina
946,Nocardia (pesquisa)
947,Norovírus (pesquisa)
948,Nortriptilina
949,N-telopeptídeo
950,Ocitocinase
951,O-cresol urinário
952,Onchocerca (pesquisa)
953,Opisthorchis (pesquisa)
954,Orbivírus (pesquisa)
955,Orthopoxvírus (pesquisa)
956,"Ortoreovírus de mamíferos, tipos 1 a 3 (pesquisa)"
957,Ósmio urinário
958,Osmolalidade
959,Osmolalidade na urina
960,Osteocalcina
961,O-toluidina
962,Oxcarbazepina
963,Óxido nitroso na urina
964,"P,p-1-diclorobenzofenona"
965,Paládio urinário
966,P-aminofenol
967,Papilomavírus humano (HPV) (pesquisa)
968,PAPP-A
969,Paracoccidioides (pesquisa)
970,"Paracoccidioidomicose, anticorpos totais - IgG"
971,Paragonimus (pesquisa)
972,Parapoxvírus (pesquisa)
973,Paraquat urinário
974,Parasitológico de fezes
975,Paratormônio - PTH
976,Parechovírus (pesquisa)
977,Parvovírus - IgG
1413,Parvovírus - IgM
978,Parvovírus (pesquisa)
979,Parvovírus humano 4 e 5 (pesquisa)
980,Parvovírus humano B19 (pesquisa)
981,Pasteurella (pesquisa)
982,PCB 101
983,PCB 138
984,PCB 153
985,PCB 180
986,PCB 28
987,PCB 52
1424,p-clorocatecol (para-clorocatecol) urinário
988,Pegivírus humano (pesquisa)
989,Penicillium (pesquisa)
990,Pentacloroetano
991,Pentaclorofenol sanguíneo/plasmático
992,Pentaclorofenol urinário
993,Peptídeo C
994,Peptídeo natriurético BNP/PROBNP
995,Peptídio intestinal vasoativo
996,Peptostreptococcus (pesquisa)
997,Perfil lipídico/lipidograma
998,Pesquisa de agente infeccioso específico por PCR
999,Pesquisa de mutação de alelo específico por PCR
1000,pH - Tornassol
1001,Piridinolina
1002,Pirimidina-5-nucleotidase
1003,Piruvato quinase
1004,"Planigrafia de tórax, mediastino ou laringe"
1005,"Plaquetas, teste de agregação"
1006,Plasminogênio
1007,Plasmodium (pesquisa)
1008,Platina urinária
1009,Plesiomonas (pesquisa)
1010,Pneumocysti carinii (pesquisa)
1011,P-nitrocresol
1012,P-nitrofenol
1013,Poliomavírus BK (pesquisa)
1014,Poliomavírus JC (pesquisa)
1015,Poliomavírus KI (pesquisa)
1016,Poliomavírus WU (pesquisa)
1017,Poliomelite (sorologia)
1018,Poliovírus (pesquisa)
1019,Porfibilinogênio na urina
1020,Porfirinas quantitativas
1021,Porphyromonas (pesquisa)
1022,Potássio
1023,"Poxvírus, pesquisa"
1024,"PPD (tuberculina), IDeR"
1025,Prata sanguínea
1026,Pré-albumina
1027,Pregnandiol
1028,Pregnantriol
1029,Prevotella (pesquisa)
1030,Primidona
1031,Prions (pesquisa)
1032,Procainamida
1033,Procalcitonina
1034,Produtos de degradação da fibrina
1035,Progesterona
1036,Prolactina
1037,Propanolol
1038,Propilenoglicol
1039,Propilenotioureia (PTU)
1040,Proteína amiloide A
1041,Proteína C
1042,Proteína C reativa
1043,Proteína eosinofílica catiônica
1044,Proteína ligadora do retinol
1045,Proteína nuclear matriz 22 (NMP22)
1046,Proteína S livre
1047,Proteína S total + livre
1048,"Proteína S, teste funcional"
1049,Proteínas de Bence Jones
1050,Proteínas totais
1051,Proteus (pesquisa)
1052,Protoporfirina eritrocitária livre - Zinco
1053,Protoporfirinas livres
1054,Protoporfirinas Zn
1055,Prova de concentração da urina (Fishberg ou Volhard)
1056,Prova de diluição urinária
1057,Prova de função pulmonar completa (ou espirometria)
1058,Prova do laço
1059,Prova do LH-Rh
1060,Prova do TRH-HPR
1414,Prova do TRH-TSH
1061,Prova para diabete insípido
1062,Providencia (pesquisa)
1063,Pseudallescheria (pesquisa)
1064,Pseudomonas (pesquisa)
1065,Pseudoterranova (pesquisa)
1066,Psitacose - IgA
1067,Psitacose - IgG
1068,Psitacose - IgM
1069,P-ter-butilfenol
1070,P-toluidina
1071,Quebra das fitas de DNA (pesquisa)
1072,Quinidina
1073,Radiografia de coluna cervical
1074,Radiografia de coluna dorsal
1075,Radiografia de coluna lombo-sacra
1076,Radiografia de membros inferiores
1077,Radiografia de membros superiores
1078,"Radiografia de tórax (PA) Padrão OIT (o mais recente), com dois leitores habilitados"
1415,"Radiografia de tórax (PA) Padrão OIT (o mais recente), com pelo menos um leitor habilitado"
1430,Radiografia de tórax em visão anteroposterior e de perfil
1079,Raiva (pesquisa)
1080,Reação de fixação de complemento
1081,"Reação sorológica para Coxsackie, neutralização - IgG"
1082,Renina
1083,Reovírus tipos 1 a 3 (pesquisa)
1084,Reserva alcalina (bicarbonato)
1085,"Resistência globular, curva de"
1086,Reticulócitos
1087,Retração do coágulo
1088,Rhinocladiella (pesquisa)
1089,Rhizomucor (pesquisa)
1090,Rhizopus (pesquisa)
1091,Rhodococcus (pesquisa)
1092,Rickettsia (pesquisa)
1093,Rinovírus humano (pesquisa)
1094,"Ristocetina, co-fator"
1095,Rochalimaea (pesquisa)
1096,Ródio urinário
1097,"Rotavírus humano tipos A, B e C (pesquisa)"
1098,Rotina (sumário) de urina
1099,Rubéola - IgG
1100,Rubéola - IgM
1101,Rubídio urinário
1102,"Sacarose, teste de tolerância"
1103,Saksenaea (pesquisa)
1104,Salicilatos
1105,Salmonela (pesquisa)
1107,Sangue oculto nas fezes
1108,Sarampo - IgG
1109,Sarampo - IgM
1110,Sarcocystis (pesquisa)
1111,Sarcoptes scabei (pesquisa)
1112,Scedosporium (pesquisa)
1113,Schistosoma (pesquisa)
1114,Schistosomose/Esquistossomose - IgG
1115,Schistosomose/Esquistossomose - IgM
1116,Scopulariopsis (pesquisa)
1117,Selênio plasmático
1118,Selênio urinário
1119,Serpulina (pesquisa)
1120,Shigella (pesquisa)
1121,Sífilis - FTA-ABS - IgG
1122,Sífilis - FTA-ABS - IgM
1123,Sífilis - VDRL
1124,Silício sangúineo
1125,S-metilcisteína
1126,"Sobrecarga de água, prova"
1127,Sódio
1128,"Solventes, pesquisa no ar expirado"
1129,Somatomedina C (IGF1)
1431,Somatório de ácidos mandélico e fenilglioxílico na urina
1130,Somatotrófico coriônico-hormônio (HCS ou PHL)
1131,Sporothrix (pesquisa)
1132,Staphylococcus (pesquisa)
1133,Streptococcus (pesquisa)
1134,Strongyloides (pesquisa)
1135,Substâncias redutoras nas fezes
1136,Succinil acetona
1137,Sulfato de dehidroepiandrosterona (S-DHEA)
1138,Sulfatos inorgânicos
1139,Sulfatos orgânicos
1140,Sulfo-hemoglobina
1141,Sulfonamidas livre e acetilada (% de acetilação)
1142,T3 livre
1143,T3 retenção
1144,T3 reverso
1145,T4 livre
1146,Tacrolimus
1147,Taenia saginata (pesquisa)
1148,Taenia solium (pesquisa)
1149,Tálio sanguíneo
1150,Tálio urinário
1151,Telúrio urinário
1152,Tempo de coagulação
1153,Tempo de protrombina
1154,Tempo de reptilase
1155,Tempo de sangramento (Duke)
1156,Tempo de sangramento de IVY
1157,Tempo de trombina
1158,Tempo de tromboplastina parcial ativada (TTPA)
1159,Teofilina
1160,Ter-butil-álcool sanguíneo
1161,Ter-butil-álcool urinário
1162,Ter-butil-metil-éter sanguíneo
1163,Ter-butil-metil-éter urinário
1164,Teste de inibição da migração dos linfócitos
1165,Teste de tolerância a insulina ou hipoglicemiantes orais
1166,Teste ergométrico (de esforço)
1167,Teste oral de tolerância à glicose
1168,Teste respiratório para H. Pylori
1169,Testes cutâneo-alérgicos para alérgenos da poeira
1170,Testes cutâneo-alérgicos para alimentos
1171,Testes cutâneo-alérgicos para fungos
1172,Testes cutâneo-alérgicos para insetos hematófagos
1173,Testes cutâneo-alérgicos para pólens
1174,Testes de contato - Até 30 substâncias
1175,Testosterona livre
1176,Testosterona total
1177,Tetracloreto de carbono (tetraclorometano)
1178,Tetracloroetano
1179,Tetracloroetileno
1428,Tetracloroetileno no ar exalado
1180,Tetrahidroftalimida urinária
1181,Tetra-hidrofurano
1182,Thiram sanguíneo
1183,Tiocianato plasmático
1184,Tiocianato urinário
1185,Tireoglobulina
1186,Tirosina
1187,Tirosinose na urina
1188,Tolueno sanguíneo
1189,Tolueno urinário
1190,"Tolueno-2,4-diamina"
1191,"Tolueno-2,6-diamina"
1416,Tomografia de tórax
1192,Torovírus bovino (pesquisa)
1193,Torovírus equino (pesquisa)
1194,Torovírus humano (pesquisa)
1195,Torovírus porcino (pesquisa)
1196,Toxocara (pesquisa)
1197,Toxocara canis - IgG
1198,Toxocara canis - IgM
1199,Toxoplasma (pesquisa)
1200,"Toxoplasmina, IDeR"
1201,Toxoplasmose - IgA
1202,Toxoplasmose - IgG
1203,Toxoplasmose - IgM
1204,Transaminase oxalacética (amino transferase aspartato)
1205,Transaminase pirúvica (amino transferase de alanina)
1206,Transferrina
1207,Treponema (pesquisa)
1208,Triazínicos dealquilados
1209,Triazolam
1210,Trichinella (pesquisa)
1211,Trichomonas (pesquisa)
1212,Trichosporon (pesquisa)
1213,Trichostrongylus (pesquisa)
1214,Trichuris (pesquisa)
1215,Triclorocompostos totais
1216,Tricloroetano (tricloroetanol) sanguíneo
1217,Tricloroetano (tricloroetanol) urinário
1218,Tricloroetileno
1219,Tricloropridinol
1220,Tricophyton (pesquisa)
1221,Trifenilcarbinol urinário
1222,Triglicerídeos
1223,Trimipramina
1224,Tripsina imuno reativa (IRT)
1225,Troca de cromátides irmãs (pesquisa)
1226,Tromboelastograma
1227,Troponina
1228,Trypanosoma (pesquisa)
1229,Tungstênio urinário
1230,Ultrassonografia
1231,"Ultrassonografia abdome inferior feminino (bexiga, útero, ovário e anexos)"
1232,"Ultrassonografia abdome inferior masculino (bexiga, próstata e vesículas seminais)"
1233,"Ultrassonografia abdome superior (fígado, vias biliares, vesícula, pâncreas, baço)"
1234,Ultrassonografia abdome total (inclui abdome inferior)
1235,"Ultrassonografia aparelho urinário feminino (rins, ureteres e bexiga)"
1236,"Ultrassonografia aparelho urinário masculino (rins, ureteres, bexiga e próstata)"
1237,Ultrassonografia articular
1238,Ultrassonografia dermatológica - Pele e subcutâneo
1239,Urânio
1240,Ureaplasma (pesquisa)
1241,"Urease, teste rápido parahelicobacter pylori"
1242,Uréia
1243,Urobilinogênio
1244,Uroporfirinas
1245,Vanádio sanguíneo/plasmático
1246,Vanádio urinário
1247,Varicela - IgG
1248,Varicela - IgM
1249,Vibrio (pesquisa)
1251,Vírus Absettarov (pesquisa)
1252,Vírus Akabane (pesquisa)
1253,Vírus Amapari (pesquisa)
1254,Vírus Andes (pesquisa)
1255,Vírus Banna (pesquisa)
1256,Vírus Bebaru (pesquisa)
1257,Vírus Belgrade (Dobrava) (pesquisa)
1258,Vírus Bhanja (pesquisa)
1250,Vírus Buffalopox vaccinia (pesquisa)
1259,Vírus Bunyamwera (pesquisa)
1260,Vírus Chapare (pesquisa)
1261,Vírus chikungunya (pesquisa)
1262,Vírus Coxsackie (A e B) (pesquisa)
1263,Vírus da conjuntivite hemorrágica aguda (AHC) (pesquisa)
1264,Vírus da coriomeningite linfocítica (pesquisa)
1265,Vírus da dengue tipos 1-4 (pesquisa)
1266,Vírus da doença da floresta Kyasanur (pesquisa)
1267,Vírus da doença de carneiros do Nairóbi (pesquisa)
1268,Vírus da doença lupina (pesquisa)
1269,Vírus da encefalite da Califórnia (pesquisa)
1270,Vírus da encefalite de Murray Valley (pesquisa)
1271,Vírus da encefalite de St. Louis (pesquisa)
1272,Vírus da encefalite do carrapato (pesquisa)
1273,Vírus da encefalite do carrapato da Europa Central (pesquisa)
1274,Vírus da encefalite do carrapato do extremo Oriente (pesquisa)
1275,Vírus da encefalite do carrapato siberiano (pesquisa)
1276,Vírus da encefalite equina do oeste (pesquisa)
1277,Vírus da encefalite japonesa (pesquisa)
1278,Vírus da encefalite primavera-verão russa (pesquisa)
1279,Vírus da estomatite vesicular (pesquisa)
1280,Vírus da família Bunyaviridae (pesquisa)
1281,Vírus da família Caliciviridae (pesquisa)
1282,Vírus da febre amarela (pesquisa)
1283,Vírus da febre com trombocitopenia severa (pesquisa)
1284,Vírus da febre de Lassa (pesquisa)
1285,Vírus da febre de Rift Valley (pesquisa)
1286,Vírus da febre do carrapato do Colorado (pesquisa)
1288,Vírus da febre hemorrágica da Crimeia/Congo (pesquisa)
1289,Vírus da febre hemorrágica de Alkhurma (pesquisa)
1287,Vírus da febre hemorrágica de Omsk (pesquisa)
1290,Vírus da imudeficiência humana - HIV (pesquisa)
1291,Vírus da imudeficiência símia (pesquisa)
1292,Vírus da lebre Snoeshoe (pesquisa)
1293,Vírus da meningite de perus de Israel (pesquisa)
1294,Vírus da meningoencefalomielite (pesquisa)
1295,Vírus da mosca da areia de Naples (pesquisa)
1296,Vírus da varíola bovina (pesquisa)
1297,Vírus das águas brancas de Arroyo (pesquisa)
1298,Vírus Dhori (pesquisa)
1299,Vírus do molusco contagioso (pesquisa)
1300,Vírus do morcego de Lagos (pesquisa)
1301,Vírus Dugbe (pesquisa)
1302,Vírus Duvenhage (pesquisa)
1303,Vírus Everglades (pesquisa)
1304,Vírus Flexal (pesquisa)
1305,Vírus Ganjam (pesquisa)
1306,Vírus Germiston (pesquisa)
1307,Vírus Getah (pesquisa)
1308,Vírus Guanarito (pesquisa)
1309,Vírus Hantaan (pesquisa)
1310,Vírus Hanzalova (pesquisa)
1311,Vírus Hazara (pesquisa)
1312,Vírus Hendra (pesquisa)
1313,Vírus Herpes Simplex 1 e 2 (pesquisa)
1314,Vírus Hypr (pesquisa)
1315,"Vírus Influenza A, B e C (pesquisa)"
1316,Vírus Ippy (pesquisa)
1317,Vírus Junin (pesquisa)
1318,Vírus Kodoko (pesquisa)
1319,Vírus Kumlinge (pesquisa)
1320,Vírus La Crosse (pesquisa)
1321,Vírus Latino (pesquisa)
1322,"Vírus linfotrópico de células T de primatas, tipos 1 e 2 (pesquisa)"
1323,Vírus Lujo (pesquisa)
1324,Vírus Machupo (pesquisa)
1325,Vírus Mayaro (pesquisa)
1326,Vírus Merino Walk (pesquisa)
1327,Vírus Middelburg (pesquisa)
1328,Vírus Mobala (pesquisa)
1329,Vírus Mokola (pesquisa)
1330,Vírus Monkeypox (varíola símia) (pesquisa)
1331,Vírus Mopeia (pesquisa)
1332,Vírus Morogoro (pesquisa)
1333,Vírus Mucambo (pesquisa)
1334,Vírus Ndumu (pesquisa)
1335,Vírus Negishi (pesquisa)
1336,Vírus Ngari (pesquisa)
1337,Vírus Nipah (pesquisa)
1338,Vírus Norwalk-like (pesquisa)
1339,Vírus O'nyong-nyong (pesquisa)
1340,Vírus Orf (pesquisa)
1341,Vírus Oropouche (pesquisa)
1342,Vírus Parainfluenza (pesquisa)
1343,Vírus Parana (pesquisa)
1344,Vírus Pichinde (pesquisa)
1345,Vírus Piry (pesquisa)
1346,Vírus Powassan (pesquisa)
1347,Vírus Prospect Hill (pesquisa)
1348,Vírus Pseudocowpox (pseudo varíola bovina) (pesquisa)
1349,Vírus Punta Toro (pesquisa)
1350,Vírus Puumala (pesquisa)
1351,Vírus relacionado à leucemia murina xenotrópico (pesquisa)
1352,Vírus Rocio (pesquisa)
1353,Vírus Ross River (pesquisa)
1354,Vírus Sabia (pesquisa)
1355,Vírus Sal Vieja (pesquisa)
1356,Vírus San Perlita (pesquisa)
1357,Vírus sem nome ou de Muerto Canyon (pesquisa)
1358,Vírus Seoul (pesquisa)
1359,Vírus Símio 40 (SV40) (pesquisa)
1360,Vírus sincicial respiratório - Elisa - IgG
1368,Vírus sincicial respiratório (pesquisa)
1417,Vírus sincicial respiratório (sorologia)
1361,Vírus sincicial respiratório humano (pesquisa)
1369,Vírus Tamiami (pesquisa)
1362,Vírus Thogoto (pesquisa)
1363,Vírus Torque teno (TTV) (pesquisa)
1364,Vírus Toscana (pesquisa)
1365,Vírus tumorais do macaco Yaba (pesquisa)
1366,Vírus varíola (maior e menor) (pesquisa)
1367,Vírus Wesselsbron (pesquisa)
1370,Vitamina A
1371,Vitamina B1
1372,Vitamina B12
1373,Vitamina B2
1374,Vitamina B3
1375,Vitamina B6
1376,Vitamina D2
1418,Vitamina D3
1377,Vitamina E
1378,Vitamina K
1379,Waaler-Rose (fator reumatóide)
1380,Weil Felix (Ricketsiose)
1381,Western blot (anticorpos anti-HIV)
1382,Western blot (anticorpos anti-HTV-I ou HTLV-II)
1383,"Widal, reação de"
1384,Wuchereria (pesquisa)
1385,X frágil (pesquisa)
1386,Xileno sanguíneo
1387,"Xilose, teste de absorção à"
1388,Xylohypha (pesquisa)
1389,Yersinia (pesquisa)
1390,Yersinia pestis (pesquisa)
1391,Zika vírus (pesquisa)
1392,Zika vírus (sorologia)
1393,Zinco
1394,Zinco urinário
1395,Zircônio urinário
1396,α-fluoro-β-alanine (FBAL)
1397,α-naftol
1992,Detecção de agente químico não especificado anteriormente
1993,Detecção de agentes infecciosos não especificados anteriormente por ELISA
1994,Detecção de agentes infecciosos não especificados anteriormente por imunofluorescência
1995,Detecção de agentes infecciosos não especificados anteriormente por métodos sorológicos
1996,Detecção de agentes infecciosos não especificados anteriormente por PCR
1997,Detecção de agentes infecciosos não especificados anteriormente por western blot
1998,Detecção de medicamento não especificado anteriormente